type,msg,x,degree,numTerms,blMod,t0,buildTask,publishTaskIPFS,publishTaskETH,workerPullTask,workerProcessTask,workerSubmitResultIPFS,workerSubmitResultETH,userTriggerVerify,userVerify,oracleVerify,invokeVerification,gasUsed
MULTIVAR,test,2,1024,204,4096,346957260043044,2474879714,0,0,0,149664692,420214,0,0,0,9488,559744905,230085
MULTIVAR,test,2,1024,204,4096,346960458303723,4793585667,0,0,0,161095139,256901,0,0,0,10370,1148461727,297244
MULTIVAR,test,2,1024,204,4096,346966571314513,1293230140,0,0,0,120916231,237366,0,0,0,11549,1195243305,291969
MULTIVAR,test,2,1024,204,4096,346969195972038,4058501437,0,0,0,106724863,271880,0,0,0,4554,472375389,188636
MULTIVAR,test,2,1024,204,4096,346973838758584,503788840,0,0,0,91051071,202405,0,0,0,3020,377248635,148741
MULTIVAR,test,2,1024,204,4096,346974815724316,7542961322,0,0,0,138024990,283073,0,0,0,4245,544035770,188586
MULTIVAR,test,2,1024,204,4096,346983051964762,893449605,0,0,0,101909152,155904,0,0,0,13700,2855249301,537336
MULTIVAR,test,2,1024,204,4096,346986907460646,64942,0,0,0,95997195,356522,0,0,0,4683,378408684,188688
MULTIVAR,test,2,1024,204,4096,346987401777100,286091815,0,0,0,88064532,193451,0,0,0,30797,1311468240,352676
MULTIVAR,test,2,1024,204,4096,346989098090421,8397630609,0,0,0,154193598,206499,0,0,0,4086,417363773,188584
MULTIVAR,test,2,1024,204,4096,346998075630956,2032173696,0,0,0,106727823,192799,0,0,0,49053,1515644151,395688
MULTIVAR,test,2,1024,204,4096,347001744265797,378121078,0,0,0,134616876,204137,0,0,0,11328,705863970,278638
MULTIVAR,test,2,1024,204,4096,347002967954407,4739912547,0,0,0,142492764,206876,0,0,0,10929,874257392,280067
MULTIVAR,test,2,1024,204,4096,347008739750528,15358510812,0,0,0,136102538,191262,0,0,0,3435,408674341,131532
MULTIVAR,test,2,1024,204,4096,347024647624920,359724197,0,0,0,85163209,161815,0,0,0,7955,737662914,259208
MULTIVAR,test,2,1024,204,4096,347025836221279,1040451334,0,0,0,81329888,252896,0,0,0,2438,352084286,104414
MULTIVAR,test,2,1024,204,4096,347027314955386,780718307,0,0,0,118448715,196261,0,0,0,6745,1041038003,246894
MULTIVAR,test,2,1024,204,4096,347029269575055,2962382780,0,0,0,84310542,132014,0,0,0,3286,447124964,188556
MULTIVAR,test,2,1024,204,4096,347032768264876,4921340850,0,0,0,121750498,236698,0,0,0,5020,296362552,188622
MULTIVAR,test,2,1024,204,4096,347038122228267,485986296,0,0,0,142207534,198880,0,0,0,10365,1270648604,323582
MULTIVAR,test,2,1024,204,4096,347040035774896,64481,0,0,0,104920669,195514,0,0,0,26538,1296853602,358351
MULTIVAR,test,2,1024,204,4096,347041442570329,3161574319,0,0,0,103299574,269445,0,0,0,4126,452842123,187182
MULTIVAR,test,2,1024,204,4096,347045175678049,207161485,0,0,0,102393070,169138,0,0,0,8040,830831817,259170
MULTIVAR,test,2,1024,204,4096,347046320962306,7051853399,0,0,0,130693057,179734,0,0,0,2559,388966373,146616
MULTIVAR,test,2,1024,307,4096,347053905214325,1029726697,0,0,0,207862264,366477,0,0,0,4387,470740267,187144
MULTIVAR,test,2,1024,307,4096,347055619529069,89156,0,0,0,130208522,317775,0,0,0,118618,2314615388,545176
MULTIVAR,test,2,1024,307,4096,347058075624664,6164538484,0,0,0,190918035,338925,0,0,0,4313,600342834,189918
MULTIVAR,test,2,1024,307,4096,347065036785013,10024561035,0,0,0,198854630,280332,0,0,0,10421,763482715,250904
MULTIVAR,test,2,1024,307,4096,347076032605255,629191184,0,0,0,215588794,251910,0,0,0,4326,467269373,188590
MULTIVAR,test,2,1024,307,4096,347077349573739,416964283,0,0,0,178918289,353306,0,0,0,4226,446952992,191382
MULTIVAR,test,2,1024,307,4096,347078407921387,85992,0,0,0,226414479,274846,0,0,0,4342,425056537,188626
MULTIVAR,test,2,1024,307,4096,347079064370449,522240891,0,0,0,145795762,357314,0,0,0,10231,1120365055,312414
MULTIVAR,test,2,1024,307,4096,347080857969215,1602737980,0,0,0,202934509,336418,0,0,0,4571,439279247,191426
MULTIVAR,test,2,1024,307,4096,347083119997689,957272797,0,0,0,198640189,303480,0,0,0,3777,378656574,131961
MULTIVAR,test,2,1024,307,4096,347084671882185,893188503,0,0,0,113341360,287514,0,0,0,13919,962643458,302326
MULTIVAR,test,2,1024,307,4096,347086646084601,699446564,0,0,0,218388648,417834,0,0,0,5168,428922898,188552
MULTIVAR,test,2,1024,307,4096,347087997718285,1951270579,0,0,0,150691627,261210,0,0,0,12144,1667050602,378266
MULTIVAR,test,2,1024,307,4096,347091780199363,89935,0,0,0,168903389,360111,0,0,0,18407,647179975,262016
MULTIVAR,test,2,1024,307,4096,347092610385744,88944,0,0,0,200536845,324291,0,0,0,16359,1249308362,333639
MULTIVAR,test,2,1024,307,4096,347094065761448,84397,0,0,0,174131733,375259,0,0,0,3284,356579739,119724
MULTIVAR,test,2,1024,307,4096,347094616590510,118786,0,0,0,171693899,330038,0,0,0,5057,619198970,188598
MULTIVAR,test,2,1024,307,4096,347095412767837,97885,0,0,0,187948054,305990,0,0,0,3871,507152451,188630
MULTIVAR,test,2,1024,307,4096,347096123737973,2956986176,0,0,0,184989327,329906,0,0,0,7290,596522335,236913
MULTIVAR,test,2,1024,307,4096,347099879928311,6763350794,0,0,0,206842660,425514,0,0,0,3304,414158285,152501
MULTIVAR,test,2,1024,307,4096,347107279807166,1184946259,0,0,0,127624121,305530,0,0,0,12710,1078882451,308663
MULTIVAR,test,2,1024,307,4096,347109675904413,2277989284,0,0,0,176006621,293819,0,0,0,14285,920672156,271811
MULTIVAR,test,2,1024,307,4096,347113066470964,8851614368,0,0,0,180956511,270614,0,0,0,4065,454654208,188580
MULTIVAR,test,2,1024,307,4096,347122558677524,2415840778,0,0,0,233993871,341224,0,0,0,7560,587042770,229669
MULTIVAR,test,2,1024,307,4096,347125809309629,5317390748,0,0,0,170837043,315968,0,0,0,13829,1735302428,386688
MULTIVAR,test,2,1024,307,4096,347133046304339,770769429,0,0,0,226751460,237751,0,0,0,14437,946411432,302919
MULTIVAR,test,2,1024,307,4096,347134995190710,669481970,0,0,0,185125255,262503,0,0,0,3443,596388418,187144
MULTIVAR,test,2,1024,307,4096,347136458240077,6536942013,0,0,0,230189513,313121,0,0,0,8829,551722087,231492
MULTIVAR,test,2,1024,307,4096,347143782536988,813267914,0,0,0,162821705,284176,0,0,0,5034,487381398,207864
MULTIVAR,test,2,1024,307,4096,347145257666999,5134240366,0,0,0,141843426,278260,0,0,0,17787,1153411556,332490
MULTIVAR,test,2,1024,307,4096,347151702401885,2362536027,0,0,0,214402713,291492,0,0,0,10497,1614256094,322860
MULTIVAR,test,2,1024,307,4096,347155907348244,3049366852,0,0,0,144479292,217636,0,0,0,19926,1578147469,393513
MULTIVAR,test,2,1024,307,4096,347160692057767,109716,0,0,0,120945734,290265,0,0,0,3878,379520154,158061
MULTIVAR,test,2,1024,307,4096,347161206298517,3838849424,0,0,0,152458364,279585,0,0,0,6449,574153968,209363
MULTIVAR,test,2,1024,307,4096,347165794462359,82902,0,0,0,212588112,501185,0,0,0,7712,693240040,212674
MULTIVAR,test,2,1024,307,4096,347166714207384,91135,0,0,0,126033547,358080,0,0,0,9860,966375790,288444
MULTIVAR,test,2,1024,307,4096,347167811595930,115418,0,0,0,187121273,234268,0,0,0,5031,481841044,209375
MULTIVAR,test,2,1024,307,4096,347168490231072,98274,0,0,0,142149492,344022,0,0,0,5745,550301255,209309
MULTIVAR,test,2,1024,307,4096,347169211602619,4805015811,0,0,0,183866309,399385,0,0,0,16702,2579992840,520596
MULTIVAR,test,2,1024,307,4096,347176789767162,93949,0,0,0,144774660,433129,0,0,0,3820,461518620,188582
MULTIVAR,test,2,1024,307,4096,347177401469091,3264834504,0,0,0,184717762,269402,0,0,0,15732,1001404941,301474
MULTIVAR,test,2,1024,307,4096,347181864188172,1859049386,0,0,0,145456227,342414,0,0,0,3912,487462824,142283
MULTIVAR,test,2,1024,307,4096,347184361387741,1098466470,0,0,0,223954250,274734,0,0,0,4578,438585636,188600
MULTIVAR,test,2,1024,307,4096,347186137701701,3831811294,0,0,0,191729856,332540,0,0,0,4481,450617678,201927
MULTIVAR,test,2,1024,307,4096,347190627151417,8433652416,0,0,0,154743627,276603,0,0,0,5847,545035433,209339
MULTIVAR,test,2,1024,307,4096,347199774333719,10907832555,0,0,0,217496014,351559,0,0,0,4200,677387631,188618
MULTIVAR,test,2,1024,307,4096,347211582213965,13295508796,0,0,0,166293494,345115,0,0,0,13230,1067790374,310097
MULTIVAR,test,2,1024,307,4096,347226133732563,83092,0,0,0,148653825,237660,0,0,0,4973,563846256,212162
MULTIVAR,test,2,1024,307,4096,347226858165098,1305100923,0,0,0,171233204,282634,0,0,0,6294,512052439,209359
MULTIVAR,test,2,1024,307,4096,347228858285814,451149136,0,0,0,211165888,351881,0,0,0,9183,857312425,259226
MULTIVAR,test,2,1024,409,4096,347230387725430,4146794902,0,0,0,270789418,380544,0,0,0,8119,679333357,236937
MULTIVAR,test,2,1024,409,4096,347235489919351,3705219336,0,0,0,208079796,380760,0,0,0,22534,2247642028,462507
MULTIVAR,test,2,1024,409,4096,347241668116589,108077,0,0,0,321927146,433371,0,0,0,11594,964622382,282888
MULTIVAR,test,2,1024,409,4096,347242966385769,106352,0,0,0,172426337,446528,0,0,0,9561,559701271,230129
MULTIVAR,test,2,1024,409,4096,347243703851496,116199,0,0,0,263494417,390186,0,0,0,9733,1006956333,254450
MULTIVAR,test,2,1024,409,4096,347244978489609,145297,0,0,0,230248437,443979,0,0,0,3455,350183338,137100
MULTIVAR,test,2,1024,409,4096,347245564186126,119224,0,0,0,260761205,277227,0,0,0,3180,412480604,178568
MULTIVAR,test,2,1024,409,4096,347246255171177,115502,0,0,0,271818350,348551,0,0,0,32035,1140694132,332225
MULTIVAR,test,2,1024,409,4096,347247679344548,1029250955,0,0,0,261605649,405986,0,0,0,4459,591486734,194437
MULTIVAR,test,2,1024,409,4096,347249578599165,110187,0,0,0,245567733,340452,0,0,0,8834,692362542,260519
MULTIVAR,test,2,1024,409,4096,347250531861931,517809083,0,0,0,223996967,378885,0,0,0,5081,422993526,188592
MULTIVAR,test,2,1024,409,4096,347251711916393,2039405009,0,0,0,244731309,444902,0,0,0,6951,580331879,166545
MULTIVAR,test,2,1024,409,4096,347254581404463,8161390070,0,0,0,226669295,315730,0,0,0,16567,828220263,303532
MULTIVAR,test,2,1024,409,4096,347263807846756,25971281,0,0,0,256455883,479033,0,0,0,9247,874638361,274238
MULTIVAR,test,2,1024,409,4096,347264970283004,13528064843,0,0,0,231834168,425760,0,0,0,23414,1059860013,325307
MULTIVAR,test,2,1024,409,4096,347279798267264,4769758047,0,0,0,249103234,311265,0,0,0,13300,1929289692,418972
MULTIVAR,test,2,1024,409,4096,347286762248423,481246225,0,0,0,275124048,382972,0,0,0,2659,320661800,137372
MULTIVAR,test,2,1024,409,4096,347287856049146,2237822219,0,0,0,291336027,448344,0,0,0,8471,585519878,238409
MULTIVAR,test,2,1024,409,4096,347290984618818,4588290814,0,0,0,269981363,417743,0,0,0,4377,442465149,191446
MULTIVAR,test,2,1024,409,4096,347296290571805,876640111,0,0,0,271494095,349410,0,0,0,18921,1373772033,366953
MULTIVAR,test,2,1024,409,4096,347298830410188,114936,0,0,0,162455308,331557,0,0,0,29311,1563669949,389744
MULTIVAR,test,2,1024,409,4096,347300571843050,514825897,0,0,0,243483192,379291,0,0,0,3201,300198295,114947
MULTIVAR,test,2,1024,409,4096,347301646273251,1755915836,0,0,0,239758708,376738,0,0,0,31418,841429904,262030
MULTIVAR,test,2,1024,409,4096,347304488878863,5557345022,0,0,0,232332226,378812,0,0,0,88001,1446118501,432959
MULTIVAR,test,2,1024,409,4096,347311739764248,5153464461,0,0,0,271269384,433842,0,0,0,9417,638762350,238728
MULTIVAR,test,2,1024,409,4096,347317811748053,3921480168,0,0,0,248711848,390671,0,0,0,3582,340483632,143027
MULTIVAR,test,2,1024,409,4096,347322334188012,362200317,0,0,0,249737848,363991,0,0,0,7147,760808130,238333
MULTIVAR,test,2,1024,409,4096,347323719924707,3373682522,0,0,0,281493816,484960,0,0,0,27278,1962176909,422258
MULTIVAR,test,2,1024,409,4096,347329353874663,4357734576,0,0,0,249921632,380416,0,0,0,6069,468042391,209373
MULTIVAR,test,2,1024,409,4096,347334434568625,2028127067,0,0,0,237087590,331936,0,0,0,6328,621934523,238361
MULTIVAR,test,2,1024,409,4096,347337386431108,1397360233,0,0,0,253436283,441005,0,0,0,23691,1414669568,358066
MULTIVAR,test,2,1024,409,4096,347340466660589,106895,0,0,0,276599686,449352,0,0,0,6861,542020988,222249
MULTIVAR,test,2,1024,409,4096,347341290520183,4611050237,0,0,0,243883752,347728,0,0,0,8586,567777278,230117
MULTIVAR,test,2,1024,409,4096,347346744897741,7142571617,0,0,0,184520886,372880,0,0,0,8472,1352448900,280015
MULTIVAR,test,2,1024,409,4096,347355446455550,111162,0,0,0,249275239,534377,0,0,0,5479,498612315,189910
MULTIVAR,test,2,1024,409,4096,347356217490616,137980,0,0,0,250654938,392095,0,0,0,7763,482251752,207868
MULTIVAR,test,2,1024,409,4096,347356963601475,823596492,0,0,0,219857830,326854,0,0,0,5792,878468839,252438
MULTIVAR,test,2,1024,409,4096,347358890711074,126306,0,0,0,186777033,352263,0,0,0,4452,446899346,187170
MULTIVAR,test,2,1024,409,4096,347359538258169,6327223383,0,0,0,264430339,313623,0,0,0,4695,463066627,188550
MULTIVAR,test,2,1024,409,4096,347366613272128,150250872,0,0,0,242736170,310648,0,0,0,4973,524398551,204703
MULTIVAR,test,2,1024,409,4096,347367536375491,10860986988,0,0,0,183901349,440699,0,0,0,6792,539155738,207902
MULTIVAR,test,2,1024,409,4096,347379125652662,3931004356,0,0,0,247552334,414221,0,0,0,5380,632800650,201531
MULTIVAR,test,2,1024,409,4096,347383942208818,2167831994,0,0,0,249462228,325841,0,0,0,11935,654982336,249508
MULTIVAR,test,2,1024,409,4096,347387020229276,4432849060,0,0,0,253657139,6737947,0,0,0,4595,483473647,191412
MULTIVAR,test,2,1024,409,4096,347392210303878,115769,0,0,0,250419329,368417,0,0,0,4245,415899606,188606
MULTIVAR,test,2,1024,409,4096,347392891048890,114494,0,0,0,285667605,343670,0,0,0,3013,429807835,131039
MULTIVAR,test,2,1024,409,4096,347393613066408,1776658160,0,0,0,188390229,406864,0,0,0,6052,513265912,188550
MULTIVAR,test,2,1024,409,4096,347396114289517,7246897792,0,0,0,270904626,409564,0,0,0,7930,623477316,241159
MULTIVAR,test,2,1024,409,4096,347404266363501,390364307,0,0,0,183232974,378895,0,0,0,4464,366296753,155258
MULTIVAR,test,2,1024,409,4096,347405218326625,724047069,0,0,0,231633068,450399,0,0,0,99543,3842461037,794969
MULTIVAR,test,2,1024,512,4096,347410033904570,13460522235,0,0,0,274629087,440336,0,0,0,12646,910427433,308715
MULTIVAR,test,2,1024,512,4096,347424716828163,1127463770,0,0,0,336474419,399122,0,0,0,9710,1233511563,301436
MULTIVAR,test,2,1024,512,4096,347427427107924,30041467314,0,0,0,284082351,413238,0,0,0,9701,1029609460,274246
MULTIVAR,test,2,1024,512,4096,347458794204586,1683645744,0,0,0,311817754,428672,0,0,0,2634,554513329,152749
MULTIVAR,test,2,1024,512,4096,347461349384143,2703353164,0,0,0,313410149,486701,0,0,0,8100,827710844,264700
MULTIVAR,test,2,1024,512,4096,347465199184710,1055865200,0,0,0,303386749,500350,0,0,0,10280,841658539,259200
MULTIVAR,test,2,1024,512,4096,347467405404964,94020499,0,0,0,313478113,457763,0,0,0,4868,487026590,202057
MULTIVAR,test,2,1024,512,4096,347468319103091,416480438,0,0,0,369560783,564365,0,0,0,7242,963270883,272897
MULTIVAR,test,2,1024,512,4096,347470073464284,11221824,0,0,0,305834310,478770,0,0,0,15163,1014240455,312075
MULTIVAR,test,2,1024,512,4096,347471410075320,6492265995,0,0,0,288136009,456443,0,0,0,121586,2238068578,586317
MULTIVAR,test,2,1024,512,4096,347480443304539,389503499,0,0,0,212223492,475290,0,0,0,5527,473993576,187176
MULTIVAR,test,2,1024,512,4096,347481536577383,2077947753,0,0,0,307310347,415076,0,0,0,9109,648638963,228648
MULTIVAR,test,2,1024,512,4096,347484576389268,3830120220,0,0,0,231431661,413494,0,0,0,4625,494614710,188636
MULTIVAR,test,2,1024,512,4096,347489147745287,127716072,0,0,0,240774361,577649,0,0,0,4710,430744524,200468
MULTIVAR,test,2,1024,512,4096,347489954772879,18323458,0,0,0,243352774,333578,0,0,0,5183,468820547,169504
MULTIVAR,test,2,1024,512,4096,347490690336657,1148278432,0,0,0,339559066,507329,0,0,0,5000,536178998,188620
MULTIVAR,test,2,1024,512,4096,347492743226381,1077155645,0,0,0,289812308,482929,0,0,0,5159,539654778,209361
MULTIVAR,test,2,1024,512,4096,347494658792647,153974,0,0,0,326308208,323836,0,0,0,92373,1839946924,509542
MULTIVAR,test,2,1024,512,4096,347496830880361,2092822,0,0,0,392224733,488536,0,0,0,7896,650193276,232313
MULTIVAR,test,2,1024,512,4096,347497880448338,2578421027,0,0,0,304609001,411155,0,0,0,11444,862877243,282914
MULTIVAR,test,2,1024,512,4096,347501634479594,1992774374,0,0,0,308477799,428990,0,0,0,16090,781732650,301236
MULTIVAR,test,2,1024,512,4096,347504726297227,672890520,0,0,0,334220177,459387,0,0,0,3861,732910850,172947
MULTIVAR,test,2,1024,512,4096,347506476101329,3066395025,0,0,0,313217709,608578,0,0,0,11553,1521201477,346760
MULTIVAR,test,2,1024,512,4096,347511382757144,3318979693,0,0,0,219426356,545800,0,0,0,4985,630029693,187124
MULTIVAR,test,2,1024,512,4096,347515566388135,304963898,0,0,0,236724057,437377,0,0,0,7681,583420711,225745
MULTIVAR,test,2,1024,512,4096,347516707965918,3715469533,0,0,0,350515450,524887,0,0,0,6480,515097595,209397
MULTIVAR,test,2,1024,512,4096,347521305381562,5309192444,0,0,0,312887632,571705,0,0,0,9494,475697153,228672
MULTIVAR,test,2,1024,512,4096,347527414206386,6495526,0,0,0,218285169,515551,0,0,0,5280,588722793,139504
MULTIVAR,test,2,1024,512,4096,347528241962876,700541031,0,0,0,301946516,395001,0,0,0,25049,1167126908,326642
MULTIVAR,test,2,1024,512,4096,347530427913853,4552189071,0,0,0,248103393,462136,0,0,0,7752,709134055,235930
MULTIVAR,test,2,1024,512,4096,347535954978452,6745176,0,0,0,320228000,425766,0,0,0,9516,474445739,232881
MULTIVAR,test,2,1024,512,4096,347536762252913,123685596,0,0,0,245096514,401239,0,0,0,8811,827325527,259302
MULTIVAR,test,2,1024,512,4096,347537967800172,8887899,0,0,0,261289390,451579,0,0,0,9754,566498499,232879
MULTIVAR,test,2,1024,512,4096,347538814145476,2182452466,0,0,0,294391549,400518,0,0,0,5663,509625928,209361
MULTIVAR,test,2,1024,512,4096,347541807271022,3605913485,0,0,0,225017990,443312,0,0,0,9298,885437814,224668
MULTIVAR,test,2,1024,512,4096,347546534901528,3929365814,0,0,0,221772312,356613,0,0,0,4777,480980459,203475
MULTIVAR,test,2,1024,512,4096,347551180134544,2496365889,0,0,0,319511280,352289,0,0,0,12201,2202573745,434695
MULTIVAR,test,2,1024,512,4096,347556204108460,2287539216,0,0,0,260773570,504664,0,0,0,3513,369770823,131895
MULTIVAR,test,2,1024,512,4096,347559132134462,1001758960,0,0,0,310494553,480502,0,0,0,76266,1453727601,426613
MULTIVAR,test,2,1024,512,4096,347561915924091,2273074557,0,0,0,273876852,331463,0,0,0,3551,410116283,169045
MULTIVAR,test,2,1024,512,4096,347564891288502,9462707,0,0,0,333789813,285080,0,0,0,9137,766733260,232805
MULTIVAR,test,2,1024,512,4096,347566010270185,6429634,0,0,0,333002973,405801,0,0,0,12304,805539614,282930
MULTIVAR,test,2,1024,512,4096,347567172500556,174806,0,0,0,298200887,428544,0,0,0,14634,1131697830,311486
MULTIVAR,test,2,1024,512,4096,347568607843010,5356992099,0,0,0,237539894,401442,0,0,0,8106,614714123,239695
MULTIVAR,test,2,1024,512,4096,347574832446541,3567573675,0,0,0,324900533,389175,0,0,0,4294,603598872,188574
MULTIVAR,test,2,1024,512,4096,347579334011290,1070997429,0,0,0,312959771,694413,0,0,0,59947,1338653895,378740
MULTIVAR,test,2,1024,512,4096,347582070349950,3907493992,0,0,0,310870819,515119,0,0,0,2674,378713051,135906
MULTIVAR,test,2,1024,512,4096,347586680122362,8409491,0,0,0,300712735,411445,0,0,0,4282,399307666,187086
MULTIVAR,test,2,1024,512,4096,347587403479950,1204968742,0,0,0,299588815,458691,0,0,0,37870,1745511418,416314
MULTIVAR,test,2,1024,512,4096,347590664929507,144168162,0,0,0,225510346,429294,0,0,0,55284,1580352929,417442
MULTIVAR,test,2,1024,614,4096,347592630239406,2976996981,0,0,0,362312525,571065,0,0,0,5925,458639080,188612
MULTIVAR,test,2,1024,614,4096,347596433307961,329378209,0,0,0,377306581,445138,0,0,0,10191,1722472886,354019
MULTIVAR,test,2,1024,614,4096,347598878329787,3881155449,0,0,0,351727832,464053,0,0,0,15543,1868887939,455697
MULTIVAR,test,2,1024,614,4096,347604991686380,4759269834,0,0,0,389767077,598941,0,0,0,5035,443474274,191406
MULTIVAR,test,2,1024,614,4096,347610599885287,8827438,0,0,0,326915709,581666,0,0,0,3946,400618737,178780
MULTIVAR,test,2,1024,614,4096,347611341630613,3598517013,0,0,0,363235365,591003,0,0,0,5553,412646342,191372
MULTIVAR,test,2,1024,614,4096,347615721357733,7402897,0,0,0,364179641,440423,0,0,0,5707,563017703,203353
MULTIVAR,test,2,1024,614,4096,347616661635277,3544233266,0,0,0,377312333,487244,0,0,0,8703,640912504,259156
MULTIVAR,test,2,1024,614,4096,347621228959221,3741716054,0,0,0,378615024,511338,0,0,0,173597,3025187878,733192
MULTIVAR,test,2,1024,614,4096,347628392041571,9019564,0,0,0,375918622,573572,0,0,0,3933,511384549,187170
MULTIVAR,test,2,1024,614,4096,347629296804769,5814981,0,0,0,243547012,411356,0,0,0,34897,1733063985,412926
MULTIVAR,test,2,1024,614,4096,347631285048206,1274872459,0,0,0,361764793,652526,0,0,0,2361,438550371,154882
MULTIVAR,test,2,1024,614,4096,347633371407389,400841458,0,0,0,367056499,597381,0,0,0,9584,717774505,276963
MULTIVAR,test,2,1024,614,4096,347634862365822,406173083,0,0,0,370973689,606771,0,0,0,11001,1148488296,321414
MULTIVAR,test,2,1024,614,4096,347636803471822,1677040783,0,0,0,384564152,507050,0,0,0,106005,2607111342,632377
MULTIVAR,test,2,1024,614,4096,347641486229793,8457155,0,0,0,389028255,661526,0,0,0,3555,548611854,165406
MULTIVAR,test,2,1024,614,4096,347642437691783,2482320,0,0,0,363473606,599180,0,0,0,6593,523466372,189974
MULTIVAR,test,2,1024,614,4096,347643333088040,2254961,0,0,0,361191840,574213,0,0,0,10359,615906499,239659
MULTIVAR,test,2,1024,614,4096,347644318010225,619700314,0,0,0,356826390,10623432,0,0,0,7081,415814509,191412
MULTIVAR,test,2,1024,614,4096,347645738699998,33397007,0,0,0,315152370,625408,0,0,0,12363,1636828085,358630
MULTIVAR,test,2,1024,614,4096,347647738225836,3199271578,0,0,0,269380906,478119,0,0,0,4590,381757089,146530
MULTIVAR,test,2,1024,614,4096,347651593563454,3811546485,0,0,0,353243613,505942,0,0,0,24404,1922837052,418784
MULTIVAR,test,2,1024,614,4096,347657695925590,745710,0,0,0,367341050,561136,0,0,0,10912,854240371,226144
MULTIVAR,test,2,1024,614,4096,347658927751587,912419,0,0,0,291596114,742897,0,0,0,6564,547967640,189904
MULTIVAR,test,2,1024,614,4096,347659773387368,761540,0,0,0,308269687,601102,0,0,0,9359,565906051,238343
MULTIVAR,test,2,1024,614,4096,347660663699459,9101784461,0,0,0,313350693,405126,0,0,0,11081,1551826202,318202
MULTIVAR,test,2,1024,614,4096,347671648367238,2111337261,0,0,0,385582363,563341,0,0,0,4801,500155451,188632
MULTIVAR,test,2,1024,614,4096,347674650570938,801103,0,0,0,279274646,612523,0,0,0,7954,539484768,198837
MULTIVAR,test,2,1024,614,4096,347675489753776,696262,0,0,0,349116681,561845,0,0,0,9732,953805728,288370
MULTIVAR,test,2,1024,614,4096,347676798563874,851279,0,0,0,344999750,646442,0,0,0,12848,787652779,280107
MULTIVAR,test,2,1024,614,4096,347677949912500,7358723266,0,0,0,381318020,660501,0,0,0,3635,468355099,158819
MULTIVAR,test,2,1024,614,4096,347686163526131,816569710,0,0,0,357018415,460473,0,0,0,56733,1945600938,469651
MULTIVAR,test,2,1024,614,4096,347689287826652,776442,0,0,0,281220527,508033,0,0,0,31986,1238079726,353386
MULTIVAR,test,2,1024,614,4096,347690823594380,920924,0,0,0,418983694,784782,0,0,0,4818,470209943,189892
MULTIVAR,test,2,1024,614,4096,347691725630107,1171437216,0,0,0,334524635,442889,0,0,0,8185,877938905,248989
MULTIVAR,test,2,1024,614,4096,347694119324279,2638405854,0,0,0,352265703,517573,0,0,0,4604,476492174,188642
MULTIVAR,test,2,1024,614,4096,347697596113838,4202738592,0,0,0,352141547,479095,0,0,0,5029,414377240,152111
MULTIVAR,test,2,1024,614,4096,347702591745794,19750887615,0,0,0,387187707,603506,0,0,0,6755,860327886,187866
MULTIVAR,test,2,1024,614,4096,347723600053683,4997785785,0,0,0,263522929,361555,0,0,0,11928,762395480,282872
MULTIVAR,test,2,1024,614,4096,347729639238539,655523,0,0,0,372584831,588656,0,0,0,6232,694908028,199125
MULTIVAR,test,2,1024,614,4096,347730713019604,672951,0,0,0,393834346,595947,0,0,0,10054,667678275,238371
MULTIVAR,test,2,1024,614,4096,347731780959739,92276244,0,0,0,373460205,645317,0,0,0,14449,2123637918,444148
MULTIVAR,test,2,1024,614,4096,347734386228821,739245,0,0,0,362517719,479624,0,0,0,90361,3280571063,717847
MULTIVAR,test,2,1024,614,4096,347738035496631,765777,0,0,0,273086737,360739,0,0,0,4758,535765923,188544
MULTIVAR,test,2,1024,614,4096,347738859900387,52443836,0,0,0,353255621,576378,0,0,0,7157,521481583,209325
MULTIVAR,test,2,1024,614,4096,347739792325494,3382193838,0,0,0,340199892,452663,0,0,0,72479,2055557568,454498
MULTIVAR,test,2,1024,614,4096,347745578375779,10358863,0,0,0,312288961,472769,0,0,0,35963,1476766355,389962
MULTIVAR,test,2,1024,614,4096,347747392097241,8633690,0,0,0,385109081,563863,0,0,0,7578,498658797,171048
MULTIVAR,test,2,1024,614,4096,347748295895606,718186,0,0,0,367454918,511334,0,0,0,21970,1596855498,363160
MULTIVAR,test,2,1024,614,4096,347750275200124,6653889,0,0,0,371299215,585117,0,0,0,5501,449507575,188518
MULTIVAR,test,2,1024,716,4096,347751108196039,8102476631,0,0,0,349798715,547691,0,0,0,2698,341581088,142995
MULTIVAR,test,2,1024,716,4096,347759907442651,9323158,0,0,0,328144841,607630,0,0,0,50512,2730114335,602629
MULTIVAR,test,2,1024,716,4096,347762984386914,8360436,0,0,0,438136042,647582,0,0,0,13335,895109277,288422
MULTIVAR,test,2,1024,716,4096,347764331513149,1484716,0,0,0,407385580,539726,0,0,0,7355,715436983,210673
MULTIVAR,test,2,1024,716,4096,347765470913964,8585050793,0,0,0,419039448,533576,0,0,0,13611,740577895,301512
MULTIVAR,test,2,1024,716,4096,347775229477620,1013233190,0,0,0,398862764,549486,0,0,0,6922,642279573,209353
MULTIVAR,test,2,1024,716,4096,347777294520100,10238967,0,0,0,415426851,703209,0,0,0,4342,338191160,146545
MULTIVAR,test,2,1024,716,4096,347778075818781,5381477749,0,0,0,372297935,453173,0,0,0,7315,474409134,212561
