type,msg,x,degree,numTerms,blMod,t0,buildTask,publishTaskIPFS,publishTaskETH,workerPullTask,workerProcessTask,workerSubmitResultIPFS,workerSubmitResultETH,userTriggerVerify,userVerify,oracleVerify,invokeVerification,gasUsed
MULTIVAR,test,2,1024,204,2048,337708775496488,86203,0,0,0,45650648,227319,0,0,0,64686,790469989,356405
MULTIVAR,test,2,1024,204,2048,337709616357586,121628,0,0,0,58940939,257942,0,0,0,9037,315093049,172840
MULTIVAR,test,2,1024,204,2048,337709995815006,76645,0,0,0,45464235,145868,0,0,0,4032,187954641,124208
MULTIVAR,test,2,1024,204,2048,337710234214669,108146,0,0,0,70097677,282926,0,0,0,4033,121030319,126222
MULTIVAR,test,2,1024,204,2048,337710429574101,79846,0,0,0,51248266,350038,0,0,0,3295,117315599,97127
MULTIVAR,test,2,1024,204,2048,337710602318931,83060,0,0,0,47420136,206867,0,0,0,6846,176276467,150937
MULTIVAR,test,2,1024,204,2048,337710830635161,81815,0,0,0,31520365,142353,0,0,0,7352,328250684,189072
MULTIVAR,test,2,1024,204,2048,337711194443209,80411,0,0,0,39114295,88021,0,0,0,7381,312513776,197306
MULTIVAR,test,2,1024,204,2048,337711550727657,70539,0,0,0,61017509,241617,0,0,0,10775,175162061,116370
MULTIVAR,test,2,1024,204,2048,337711791892220,104485,0,0,0,62415203,225644,0,0,0,3954,254335635,124218
MULTIVAR,test,2,1024,204,2048,337712113206466,75349,0,0,0,42169327,221903,0,0,0,4463,186576146,124218
MULTIVAR,test,2,1024,204,2048,337712346536609,114141,0,0,0,30233961,114946,0,0,0,4948,144127156,140353
MULTIVAR,test,2,1024,204,2048,337712525132960,115894,0,0,0,52241615,213402,0,0,0,5851,243055196,139975
MULTIVAR,test,2,1024,204,2048,337712825925551,89732,0,0,0,53228087,213620,0,0,0,4600,171320812,126220
MULTIVAR,test,2,1024,204,2048,337713054606291,84143,0,0,0,41545193,183496,0,0,0,12197,538726362,268025
MULTIVAR,test,2,1024,204,2048,337713639608166,77188,0,0,0,28861519,144541,0,0,0,20899,734399692,351324
MULTIVAR,test,2,1024,204,2048,337714406896769,73837,0,0,0,25168315,119080,0,0,0,6801,328058705,211093
MULTIVAR,test,2,1024,204,2048,337714764218333,90376,0,0,0,25845833,178544,0,0,0,4610,122559749,131097
MULTIVAR,test,2,1024,204,2048,337714916747034,79602,0,0,0,59800050,213482,0,0,0,4677,157979362,124176
MULTIVAR,test,2,1024,204,2048,337715142850942,79852,0,0,0,59158248,185876,0,0,0,6636,272899286,180634
MULTIVAR,test,2,1024,204,2048,337715484908749,99537,0,0,0,51524747,195510,0,0,0,4966,177739762,140401
MULTIVAR,test,2,1024,204,2048,337715718287877,78950,0,0,0,47710689,216487,0,0,0,9439,318248965,197090
MULTIVAR,test,2,1024,204,2048,337716088353759,62308,0,0,0,47338168,212427,0,0,0,4253,164606077,124174
MULTIVAR,test,2,1024,204,2048,337716313681367,77558,0,0,0,81976214,142503,0,0,0,13984,1069873516,380325
MULTIVAR,test,2,1024,204,2048,337717469918691,75755,0,0,0,48963325,149876,0,0,0,9686,327191846,216431
MULTIVAR,test,2,1024,204,2048,337717850512670,96893,0,0,0,59076717,244474,0,0,0,9318,378395460,207607
MULTIVAR,test,2,1024,204,2048,337718294060605,83487,0,0,0,34132134,134535,0,0,0,4091,185521829,164349
MULTIVAR,test,2,1024,204,2048,337718517704400,81104,0,0,0,32110005,185727,0,0,0,4125,181538605,124196
MULTIVAR,test,2,1024,204,2048,337718735876234,103148,0,0,0,58815817,243134,0,0,0,35191,1016985746,384674
MULTIVAR,test,2,1024,204,2048,337719815874236,75300,0,0,0,43373718,190618,0,0,0,18148,667690640,309716
MULTIVAR,test,2,1024,204,2048,337720531207471,74180,0,0,0,58527058,209254,0,0,0,3757,123491849,124198
MULTIVAR,test,2,1024,204,2048,337720717282183,84911,0,0,0,78599273,343155,0,0,0,8383,526787593,205354
MULTIVAR,test,2,1024,204,2048,337721330476322,83220,0,0,0,43835727,313152,0,0,0,5559,219774380,141951
MULTIVAR,test,2,1024,204,2048,337721598965919,80239,0,0,0,44122202,188021,0,0,0,4246,215417490,126174
MULTIVAR,test,2,1024,204,2048,337721863147643,85770,0,0,0,84969144,174491,0,0,0,8202,569593918,181029
MULTIVAR,test,2,1024,204,2048,337722521796004,79209,0,0,0,47195362,201138,0,0,0,16936,766218784,288584
MULTIVAR,test,2,1024,307,2048,337723339542791,97436,0,0,0,67821081,375420,0,0,0,5368,164202130,125738
MULTIVAR,test,2,1024,307,2048,337723576163973,88734,0,0,0,81749320,408840,0,0,0,4339,132147618,123820
MULTIVAR,test,2,1024,307,2048,337723794655687,113133,0,0,0,58657200,364954,0,0,0,3989,215564249,123806
MULTIVAR,test,2,1024,307,2048,337724076109331,99937,0,0,0,56043380,214888,0,0,0,12906,321275613,217498
MULTIVAR,test,2,1024,307,2048,337724457929431,114677,0,0,0,92727236,188781,0,0,0,9928,489051643,254455
MULTIVAR,test,2,1024,307,2048,337725043860384,96464,0,0,0,49217209,194191,0,0,0,12719,625872713,294236
MULTIVAR,test,2,1024,307,2048,337725723095648,132771,0,0,0,78090571,182752,0,0,0,4851,191583034,164774
MULTIVAR,test,2,1024,307,2048,337725999121463,106029,0,0,0,87608795,191081,0,0,0,28245,767379080,374508
MULTIVAR,test,2,1024,307,2048,337726858162777,106995,0,0,0,46317848,244995,0,0,0,4700,138389110,123794
MULTIVAR,test,2,1024,307,2048,337727047178511,111903,0,0,0,88295503,353854,0,0,0,3998,154200386,116668
MULTIVAR,test,2,1024,307,2048,337727294310950,113327,0,0,0,94457338,280061,0,0,0,8485,376680232,199320
MULTIVAR,test,2,1024,307,2048,337727769668008,142659,0,0,0,98074211,324241,0,0,0,3960,181359384,131295
MULTIVAR,test,2,1024,307,2048,337728054547319,105517,0,0,0,92451060,360335,0,0,0,3142,134018065,122067
MULTIVAR,test,2,1024,307,2048,337728285251346,93902,0,0,0,59446865,373450,0,0,0,13575,624778469,266823
MULTIVAR,test,2,1024,307,2048,337728973876957,108820,0,0,0,53231792,231162,0,0,0,2963,122116677,113356
MULTIVAR,test,2,1024,307,2048,337729153368974,139154,0,0,0,85377134,268213,0,0,0,3683,161036103,125740
MULTIVAR,test,2,1024,307,2048,337729407517715,98196,0,0,0,105300639,502456,0,0,0,5339,181459569,124254
MULTIVAR,test,2,1024,307,2048,337729699372576,121190,0,0,0,100791968,263321,0,0,0,3961,249234494,132815
MULTIVAR,test,2,1024,307,2048,337730054952934,119432,0,0,0,120306942,348894,0,0,0,4847,256109278,124200
MULTIVAR,test,2,1024,307,2048,337730436274372,115738,0,0,0,98924232,320680,0,0,0,9607,311906142,181005
MULTIVAR,test,2,1024,307,2048,337730851615231,143060,0,0,0,87874908,323829,0,0,0,4212,176077246,124230
MULTIVAR,test,2,1024,307,2048,337731120177649,109142,0,0,0,50433604,195126,0,0,0,3738,229807713,123776
MULTIVAR,test,2,1024,307,2048,337731404459612,117244,0,0,0,100339286,315744,0,0,0,4315,233807184,126228
MULTIVAR,test,2,1024,307,2048,337731743681563,128209,0,0,0,87628695,328605,0,0,0,3691,128318596,124266
MULTIVAR,test,2,1024,307,2048,337731964042858,114695,0,0,0,90220633,314104,0,0,0,15753,642260306,299751
MULTIVAR,test,2,1024,307,2048,337732700948934,86158,0,0,0,55782242,194682,0,0,0,12596,461847307,258103
MULTIVAR,test,2,1024,307,2048,337733222780065,89204,0,0,0,76801655,225523,0,0,0,8102,457809087,222693
MULTIVAR,test,2,1024,307,2048,337733761675667,102537,0,0,0,76913236,213016,0,0,0,3939,133590028,124234
MULTIVAR,test,2,1024,307,2048,337733976344851,150967,0,0,0,41041806,238337,0,0,0,6379,188442227,164309
MULTIVAR,test,2,1024,307,2048,337734209911969,110037,0,0,0,82420103,222827,0,0,0,11166,382223385,222765
MULTIVAR,test,2,1024,307,2048,337734678540664,100005,0,0,0,55047970,259907,0,0,0,3571,103742883,95830
MULTIVAR,test,2,1024,307,2048,337734841526857,101096,0,0,0,57538599,271897,0,0,0,3628,123092319,124266
MULTIVAR,test,2,1024,307,2048,337735026505116,124657,0,0,0,67610610,238585,0,0,0,4460,210957610,142392
MULTIVAR,test,2,1024,307,2048,337735314393438,113548,0,0,0,108326987,255472,0,0,0,4833,219895501,142318
MULTIVAR,test,2,1024,307,2048,337735649149276,117993,0,0,0,72950254,190721,0,0,0,10250,617452014,222763
MULTIVAR,test,2,1024,307,2048,337736344301965,111254,0,0,0,78946992,251726,0,0,0,35574,799376181,314002
MULTIVAR,test,2,1024,307,2048,337737227127652,103367,0,0,0,88856790,393299,0,0,0,9985,475176329,224715
MULTIVAR,test,2,1024,307,2048,337737795428284,116752,0,0,0,71623632,341181,0,0,0,4167,118195796,126192
MULTIVAR,test,2,1024,307,2048,337737989627858,115086,0,0,0,65519711,204081,0,0,0,6313,214821065,147229
MULTIVAR,test,2,1024,307,2048,337738274559585,115898,0,0,0,98045194,335314,0,0,0,13714,908574995,266129
MULTIVAR,test,2,1024,307,2048,337739286855312,105982,0,0,0,88298953,231191,0,0,0,6255,253928710,180642
MULTIVAR,test,2,1024,307,2048,337739633384236,118810,0,0,0,108170525,353199,0,0,0,10866,400346679,197302
MULTIVAR,test,2,1024,307,2048,337740162257917,111725,0,0,0,83619664,269206,0,0,0,9756,299229666,207160
MULTIVAR,test,2,1024,307,2048,337740549390873,82927,0,0,0,76635040,353169,0,0,0,4396,130692273,124188
MULTIVAR,test,2,1024,307,2048,337740761025655,113371,0,0,0,69261536,371370,0,0,0,8487,321908974,207110
MULTIVAR,test,2,1024,307,2048,337741156413758,97685,0,0,0,88859909,249589,0,0,0,3743,119776993,126208
MULTIVAR,test,2,1024,307,2048,337741369990746,119394,0,0,0,37342491,154637,0,0,0,6865,341595396,197340
MULTIVAR,test,2,1024,307,2048,337741753044073,128895,0,0,0,48934932,172751,0,0,0,3034,113187352,124172
MULTIVAR,test,2,1024,307,2048,337741919381244,104666,0,0,0,87149050,291858,0,0,0,6300,269881951,166223
MULTIVAR,test,2,1024,307,2048,337742280684832,99458,0,0,0,95307957,360437,0,0,0,7888,268364604,156546
MULTIVAR,test,2,1024,409,2048,337742648788336,100036,0,0,0,102067575,317385,0,0,0,4307,147706248,124220
MULTIVAR,test,2,1024,409,2048,337742902816943,139979,0,0,0,120248460,453456,0,0,0,6720,249843654,164387
MULTIVAR,test,2,1024,409,2048,337743277975087,137961,0,0,0,124530491,278436,0,0,0,9873,553027090,223947
MULTIVAR,test,2,1024,409,2048,337743964267646,166708,0,0,0,86834054,196020,0,0,0,3827,119627451,124212
MULTIVAR,test,2,1024,409,2048,337744175183388,137763,0,0,0,108123202,342790,0,0,0,5278,178196752,140377
MULTIVAR,test,2,1024,409,2048,337744465770173,151778,0,0,0,134586806,442815,0,0,0,10869,452755157,198872
MULTIVAR,test,2,1024,409,2048,337745057966790,129661,0,0,0,104817159,256828,0,0,0,11829,355338464,232158
MULTIVAR,test,2,1024,409,2048,337745525973291,149969,0,0,0,125563070,296229,0,0,0,4247,156674151,124244
MULTIVAR,test,2,1024,409,2048,337745812382888,150462,0,0,0,89012283,251676,0,0,0,23234,843064782,379766
MULTIVAR,test,2,1024,409,2048,337746748777230,110309,0,0,0,106105877,277270,0,0,0,4257,133002996,132555
MULTIVAR,test,2,1024,409,2048,337746992161463,130670,0,0,0,65172409,435730,0,0,0,4678,125759108,126220
MULTIVAR,test,2,1024,409,2048,337747187350926,138653,0,0,0,113587830,357309,0,0,0,8491,234052834,180632
MULTIVAR,test,2,1024,409,2048,337747539238631,133142,0,0,0,112397871,303283,0,0,0,19702,677524128,287431
MULTIVAR,test,2,1024,409,2048,337748333575218,132461,0,0,0,115304832,384245,0,0,0,4037,110750859,124232
MULTIVAR,test,2,1024,409,2048,337748566070091,124944,0,0,0,58825294,287846,0,0,0,3458,101558916,113126
MULTIVAR,test,2,1024,409,2048,337748730648484,153301,0,0,0,76037970,242720,0,0,0,29103,958748303,361103
MULTIVAR,test,2,1024,409,2048,337749770019410,148409,0,0,0,131917557,527433,0,0,0,5865,180869089,124252
MULTIVAR,test,2,1024,409,2048,337750088571472,172761,0,0,0,103513173,446444,0,0,0,10318,947859294,276883
MULTIVAR,test,2,1024,409,2048,337751145093151,137036,0,0,0,123625861,404873,0,0,0,7046,663319723,179841
MULTIVAR,test,2,1024,409,2048,337751946593908,133281,0,0,0,130916599,360666,0,0,0,4181,338793241,131069
MULTIVAR,test,2,1024,409,2048,337752430216474,147508,0,0,0,215677326,314592,0,0,0,47550,1352821465,428640
MULTIVAR,test,2,1024,409,2048,337754002481798,649356,0,0,0,103856243,248217,0,0,0,6041,320273425,172608
MULTIVAR,test,2,1024,409,2048,337754431502520,270108,0,0,0,91900602,358124,0,0,0,4838,172392994,131788
MULTIVAR,test,2,1024,409,2048,337754700796716,207166,0,0,0,123321328,387460,0,0,0,25920,641253148,289253
MULTIVAR,test,2,1024,409,2048,337755472113971,158175,0,0,0,92725272,218253,0,0,0,31599,862971099,409016
MULTIVAR,test,2,1024,409,2048,337756432018667,235936,0,0,0,73455901,330630,0,0,0,3581,109417724,124222
MULTIVAR,test,2,1024,409,2048,337756619266587,209965,0,0,0,95988193,228525,0,0,0,9135,428400553,221962
MULTIVAR,test,2,1024,409,2048,337757147941464,376026,0,0,0,82432264,394936,0,0,0,3970,164424530,123786
MULTIVAR,test,2,1024,409,2048,337757399645403,199001,0,0,0,123966866,411365,0,0,0,58046,706484458,350582
MULTIVAR,test,2,1024,409,2048,337758234751037,196375,0,0,0,114281250,422751,0,0,0,10682,384487537,196862
MULTIVAR,test,2,1024,409,2048,337758738018944,184026,0,0,0,111112863,419833,0,0,0,11519,613999759,262821
MULTIVAR,test,2,1024,409,2048,337759471449556,188176,0,0,0,104462369,296567,0,0,0,3472,125885718,124244
MULTIVAR,test,2,1024,409,2048,337759706410449,197318,0,0,0,111291479,351385,0,0,0,8447,185462879,172764
MULTIVAR,test,2,1024,409,2048,337760009791874,182774,0,0,0,78563943,405376,0,0,0,45690,821285662,385169
MULTIVAR,test,2,1024,409,2048,337760914083398,454645,0,0,0,60999914,203843,0,0,0,8697,350327104,214391
MULTIVAR,test,2,1024,409,2048,337761330095876,194116,0,0,0,71939644,217387,0,0,0,4801,142917128,147276
MULTIVAR,test,2,1024,409,2048,337761549385457,207909,0,0,0,79822952,224129,0,0,0,3911,127262498,130724
MULTIVAR,test,2,1024,409,2048,337761760910273,218098,0,0,0,120912686,465400,0,0,0,5615,261458829,166318
MULTIVAR,test,2,1024,409,2048,337762147952093,144936,0,0,0,91270433,377685,0,0,0,22050,613155563,316426
MULTIVAR,test,2,1024,409,2048,337762856792532,174237,0,0,0,85551067,385565,0,0,0,4585,135513434,132802
MULTIVAR,test,2,1024,409,2048,337763082404117,209820,0,0,0,101356036,303535,0,0,0,3457,114659648,125762
MULTIVAR,test,2,1024,409,2048,337763303301055,5389887,0,0,0,116776542,452670,0,0,0,3861,199755034,104803
MULTIVAR,test,2,1024,409,2048,337763632068731,193128,0,0,0,80300200,385376,0,0,0,4359,195028455,124222
MULTIVAR,test,2,1024,409,2048,337763912322137,188688,0,0,0,135361689,566157,0,0,0,4420,188577602,124242
MULTIVAR,test,2,1024,409,2048,337764241542614,179438,0,0,0,158044102,436875,0,0,0,4806,187533439,130998
MULTIVAR,test,2,1024,409,2048,337764591753917,193311,0,0,0,130959775,436685,0,0,0,5060,191563228,123774
MULTIVAR,test,2,1024,409,2048,337764920624766,212487,0,0,0,125948397,306802,0,0,0,4780,202576716,126180
MULTIVAR,test,2,1024,409,2048,337765253997477,377659,0,0,0,96416753,384668,0,0,0,8120,521366427,156172
MULTIVAR,test,2,1024,409,2048,337765885820747,176686,0,0,0,258656214,514848,0,0,0,44412,902788728,375168
MULTIVAR,test,2,1024,409,2048,337767051892848,206754,0,0,0,58722545,259227,0,0,0,4753,149704595,140345
MULTIVAR,test,2,1024,512,2048,337767264618908,241366,0,0,0,78744282,268960,0,0,0,4473,128338149,141955
MULTIVAR,test,2,1024,512,2048,337767476026916,205018,0,0,0,98913337,251515,0,0,0,6698,497480868,255394
MULTIVAR,test,2,1024,512,2048,337768076687976,224756,0,0,0,109437266,266018,0,0,0,17536,808186372,374310
MULTIVAR,test,2,1024,512,2048,337769004404045,307634,0,0,0,118671261,372232,0,0,0,5148,193375706,124220
MULTIVAR,test,2,1024,512,2048,337769321052466,215901,0,0,0,133534982,510723,0,0,0,10379,349035334,205635
MULTIVAR,test,2,1024,512,2048,337769808167299,232148,0,0,0,139347653,466120,0,0,0,4425,138238800,124242
MULTIVAR,test,2,1024,512,2048,337770090346276,202105,0,0,0,72568561,357701,0,0,0,19688,749209246,323402
MULTIVAR,test,2,1024,512,2048,337770916391607,215977,0,0,0,69687728,322754,0,0,0,8963,333569869,221501
MULTIVAR,test,2,1024,512,2048,337771324110702,378961,0,0,0,112053316,457953,0,0,0,6636,213873781,175398
MULTIVAR,test,2,1024,512,2048,337771654579830,320094,0,0,0,103341602,413775,0,0,0,6981,272490663,166745
MULTIVAR,test,2,1024,512,2048,337772035444723,184108,0,0,0,149866078,466846,0,0,0,14780,776259911,266541
MULTIVAR,test,2,1024,512,2048,337772966271765,156304,0,0,0,136029085,391314,0,0,0,9525,351535313,197294
MULTIVAR,test,2,1024,512,2048,337773458561119,186718,0,0,0,141727275,481211,0,0,0,9537,469043936,205185
MULTIVAR,test,2,1024,512,2048,337774073858232,161456,0,0,0,127639921,504346,0,0,0,11572,417089793,222301
MULTIVAR,test,2,1024,512,2048,337774624028531,161975,0,0,0,119780664,417627,0,0,0,5519,194590709,125762
MULTIVAR,test,2,1024,512,2048,337774943728014,176338,0,0,0,83148416,348591,0,0,0,3762,124405154,124210
MULTIVAR,test,2,1024,512,2048,337775155802243,212326,0,0,0,159277855,411741,0,0,0,5453,215667996,140413
MULTIVAR,test,2,1024,512,2048,337775535783163,159232,0,0,0,120863332,420850,0,0,0,5387,242626422,137927
MULTIVAR,test,2,1024,512,2048,337775903792399,158268,0,0,0,146669133,438067,0,0,0,27008,770665130,284532
MULTIVAR,test,2,1024,512,2048,337776827777217,155510,0,0,0,119080714,558926,0,0,0,5828,119950575,125750
MULTIVAR,test,2,1024,512,2048,337777071248964,160034,0,0,0,111350452,280951,0,0,0,3890,135678757,140319
MULTIVAR,test,2,1024,512,2048,337777322670603,170422,0,0,0,104787422,493743,0,0,0,18794,527159505,258562
MULTIVAR,test,2,1024,512,2048,337777959040927,167241,0,0,0,80525727,328277,0,0,0,6548,545911129,231592
MULTIVAR,test,2,1024,512,2048,337778589834934,155400,0,0,0,143788015,382735,0,0,0,9399,426342143,205135
MULTIVAR,test,2,1024,512,2048,337779164332097,171636,0,0,0,125100073,561492,0,0,0,6305,111704705,124200
MULTIVAR,test,2,1024,512,2048,337779405648706,164888,0,0,0,143700974,538199,0,0,0,21943,623543674,312525
MULTIVAR,test,2,1024,512,2048,337780177429174,144798,0,0,0,95751102,678375,0,0,0,4855,182368166,124206
MULTIVAR,test,2,1024,512,2048,337780460228715,164645,0,0,0,95001335,348107,0,0,0,3073,126872420,101792
MULTIVAR,test,2,1024,512,2048,337780686404746,183438,0,0,0,93038775,321325,0,0,0,5462,137647110,146627
MULTIVAR,test,2,1024,512,2048,337780921656754,179880,0,0,0,132969560,313078,0,0,0,8617,268976690,189231
MULTIVAR,test,2,1024,512,2048,337781330516789,162740,0,0,0,162141981,415998,0,0,0,6377,262128490,142388
MULTIVAR,test,2,1024,512,2048,337781760162318,156728,0,0,0,112865569,340074,0,0,0,8448,198091529,147954
MULTIVAR,test,2,1024,512,2048,337782075379217,206424,0,0,0,146165726,353263,0,0,0,7519,223855911,156562
MULTIVAR,test,2,1024,512,2048,337782450115670,182429,0,0,0,97608539,360071,0,0,0,4408,172294087,126208
MULTIVAR,test,2,1024,512,2048,337782748004724,167777,0,0,0,119271882,324073,0,0,0,7089,212020179,156574
MULTIVAR,test,2,1024,512,2048,337783083892547,171220,0,0,0,83028889,228812,0,0,0,4544,171567259,148035
MULTIVAR,test,2,1024,512,2048,337783347885089,171270,0,0,0,155925521,468636,0,0,0,43056,833464310,374502
MULTIVAR,test,2,1024,512,2048,337784341808612,165560,0,0,0,93964446,381250,0,0,0,6073,263404883,168192
MULTIVAR,test,2,1024,512,2048,337784703691109,138797,0,0,0,109692761,356969,0,0,0,4506,139566492,124184
MULTIVAR,test,2,1024,512,2048,337784957535943,165142,0,0,0,95483761,266322,0,0,0,5308,187232898,166797
MULTIVAR,test,2,1024,512,2048,337785244472292,192047,0,0,0,96159272,400508,0,0,0,5088,161155845,140361
MULTIVAR,test,2,1024,512,2048,337785506312843,172385,0,0,0,100099752,425003,0,0,0,3331,117607243,113304
MULTIVAR,test,2,1024,512,2048,337785729777925,169511,0,0,0,120497122,321180,0,0,0,14921,708749727,329079
MULTIVAR,test,2,1024,512,2048,337786563882344,202987,0,0,0,126530898,414599,0,0,0,5728,143973117,131201
MULTIVAR,test,2,1024,512,2048,337786839554330,198117,0,0,0,107417067,323568,0,0,0,10841,450582444,197258
MULTIVAR,test,2,1024,512,2048,337787406167245,7254659,0,0,0,146455308,487799,0,0,0,11599,277464960,172409
MULTIVAR,test,2,1024,512,2048,337787842090576,184397,0,0,0,143316766,424115,0,0,0,7318,283202775,181027
MULTIVAR,test,2,1024,512,2048,337788275018756,6896379,0,0,0,128041505,295848,0,0,0,9744,529707213,241351
MULTIVAR,test,2,1024,512,2048,337788944143115,168999,0,0,0,109146884,286067,0,0,0,7719,367969989,221962
MULTIVAR,test,2,1024,512,2048,337789425765622,148991,0,0,0,92505166,411775,0,0,0,9067,182957627,124222
MULTIVAR,test,2,1024,614,2048,337789708201067,7074621,0,0,0,167892140,543103,0,0,0,4526,247677033,124274
MULTIVAR,test,2,1024,614,2048,337790135500047,5214207,0,0,0,159146990,434838,0,0,0,10760,293513092,198880
MULTIVAR,test,2,1024,614,2048,337790597695274,800071,0,0,0,156712552,532718,0,0,0,7430,313039818,164786
MULTIVAR,test,2,1024,614,2048,337791073992828,7245866,0,0,0,200463040,555035,0,0,0,9257,305192910,181057
MULTIVAR,test,2,1024,614,2048,337791591598826,707359,0,0,0,164373208,641945,0,0,0,4256,122887522,125778
MULTIVAR,test,2,1024,614,2048,337791884012777,673959,0,0,0,134938022,403687,0,0,0,3782,123593066,116116
MULTIVAR,test,2,1024,614,2048,337792147474620,539254,0,0,0,174379839,424916,0,0,0,9790,463804681,205579
MULTIVAR,test,2,1024,614,2048,337792790417854,796252,0,0,0,133802124,454568,0,0,0,8109,421747953,193945
MULTIVAR,test,2,1024,614,2048,337793350995555,1110289,0,0,0,119703350,348251,0,0,0,4075,119023507,124172
MULTIVAR,test,2,1024,614,2048,337793595031155,1018851,0,0,0,166016649,597835,0,0,0,12328,438850587,240144
MULTIVAR,test,2,1024,614,2048,337794205536777,814571,0,0,0,163090160,538424,0,0,0,4508,167795737,131836
MULTIVAR,test,2,1024,614,2048,337794542133154,594378,0,0,0,175397701,716530,0,0,0,4592,153400422,118366
MULTIVAR,test,2,1024,614,2048,337794876321717,1090359,0,0,0,171785655,662273,0,0,0,21166,699808194,286800
MULTIVAR,test,2,1024,614,2048,337795753540898,703482,0,0,0,138519368,510137,0,0,0,5269,150262037,123810
MULTIVAR,test,2,1024,614,2048,337796047292589,890140,0,0,0,163377972,435350,0,0,0,6223,308216810,164241
MULTIVAR,test,2,1024,614,2048,337796526294817,6013387,0,0,0,178449790,684872,0,0,0,13295,346253664,214640
MULTIVAR,test,2,1024,614,2048,337797061639433,1028329,0,0,0,146536805,329532,0,0,0,6948,397809060,232990
MULTIVAR,test,2,1024,614,2048,337797613760407,474581,0,0,0,121144065,513024,0,0,0,6948,309717863,182033
MULTIVAR,test,2,1024,614,2048,337798049633346,604007,0,0,0,125376505,371234,0,0,0,5417,130716770,142332
MULTIVAR,test,2,1024,614,2048,337798310452436,823721,0,0,0,110800541,357049,0,0,0,6063,251815527,158555
MULTIVAR,test,2,1024,614,2048,337798679334480,908200,0,0,0,172874824,539319,0,0,0,48047,797290506,355545
MULTIVAR,test,2,1024,614,2048,337799654878737,618629,0,0,0,111469873,471386,0,0,0,7788,310034384,183026
MULTIVAR,test,2,1024,614,2048,337800081436898,773943,0,0,0,132624849,488986,0,0,0,19818,560557667,284607
MULTIVAR,test,2,1024,614,2048,337800779832096,754230,0,0,0,111356002,439452,0,0,0,8458,211332289,180981
MULTIVAR,test,2,1024,614,2048,337801107552516,851362,0,0,0,103704728,670198,0,0,0,3663,164295038,110415
MULTIVAR,test,2,1024,614,2048,337801383109844,715112,0,0,0,88757398,419264,0,0,0,6650,159207450,147209
MULTIVAR,test,2,1024,614,2048,337801636033228,885342,0,0,0,157535567,473322,0,0,0,8697,265782302,183080
MULTIVAR,test,2,1024,614,2048,337802064608347,837656,0,0,0,132171137,337060,0,0,0,5783,140639338,140311
MULTIVAR,test,2,1024,614,2048,337802342462252,850242,0,0,0,180404927,693178,0,0,0,3220,257377234,96983
MULTIVAR,test,2,1024,614,2048,337802786109999,6025772,0,0,0,194206124,614159,0,0,0,6993,252687447,164720
MULTIVAR,test,2,1024,614,2048,337803243678418,799797,0,0,0,198641841,456097,0,0,0,7659,293677541,164772
MULTIVAR,test,2,1024,614,2048,337803741954028,734522,0,0,0,185448610,623213,0,0,0,3853,309103077,124196
MULTIVAR,test,2,1024,614,2048,337804241979628,639109,0,0,0,164462653,446093,0,0,0,5297,213336816,124234
MULTIVAR,test,2,1024,614,2048,337804624761947,785215,0,0,0,197113328,411530,0,0,0,63531,1344706259,417294
MULTIVAR,test,2,1024,614,2048,337806171898115,649219,0,0,0,117135364,626241,0,0,0,5696,124894831,124206
MULTIVAR,test,2,1024,614,2048,337806419579922,829901,0,0,0,132157475,572892,0,0,0,6855,272657476,164744
MULTIVAR,test,2,1024,614,2048,337806831547877,843897,0,0,0,130982253,333483,0,0,0,6545,294530978,207136
MULTIVAR,test,2,1024,614,2048,337807262054544,856678,0,0,0,125239864,364459,0,0,0,6258,234515886,158551
MULTIVAR,test,2,1024,614,2048,337807643724076,618604,0,0,0,99732085,335183,0,0,0,17180,532911126,267566
MULTIVAR,test,2,1024,614,2048,337808281269260,872630,0,0,0,117647327,384004,0,0,0,5693,175976465,166773
MULTIVAR,test,2,1024,614,2048,337808579906059,1411075,0,0,0,112830453,295548,0,0,0,16542,654886348,316900
MULTIVAR,test,2,1024,614,2048,337809353233624,1160095,0,0,0,138770850,568826,0,0,0,7635,179093913,172784
MULTIVAR,test,2,1024,614,2048,337809676787432,898981,0,0,0,126134967,564156,0,0,0,6034,142972586,140387
MULTIVAR,test,2,1024,614,2048,337809951244069,797705,0,0,0,162526957,439951,0,0,0,7914,298689318,164788
MULTIVAR,test,2,1024,614,2048,337810418075643,587555,0,0,0,130457752,588279,0,0,0,4110,199100950,124182
MULTIVAR,test,2,1024,614,2048,337810752898007,793392,0,0,0,126027986,647526,0,0,0,6376,176465143,164357
MULTIVAR,test,2,1024,614,2048,337811060666772,889620,0,0,0,141986280,492177,0,0,0,3989,136099645,107901
MULTIVAR,test,2,1024,614,2048,337811346491128,9498450,0,0,0,125786651,369500,0,0,0,2934,115968086,101964
MULTIVAR,test,2,1024,614,2048,337811601858999,692025,0,0,0,178281900,518898,0,0,0,25610,1006507922,385313
MULTIVAR,test,2,1024,614,2048,337812791668765,1012733,0,0,0,174435225,531811,0,0,0,7551,261318712,164379
MULTIVAR,test,2,1024,716,2048,337813233285528,2126315,0,0,0,198054525,695184,0,0,0,64582,949386499,430219
MULTIVAR,test,2,1024,716,2048,337814389676235,1652636,0,0,0,140627924,494570,0,0,0,4975,112605465,124214
